NR_ZONA;NR_SECAO;DS_GENERO;DS_FAIXA_ETARIA;DS_GRAU_ESCOLARIDADE;DS_TIPO_DEFICIENCIA;;;;;;
127;652;MASCULINO;30 a 34 anos                  ;ANALFABETO;DEFICIENCIA VISUAL;;;;;;
411;36;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
282;14;MASCULINO;70 a 74 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;194;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;17;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;391;FEMININO;60 a 64 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;321;FEMININO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;209;FEMININO;55 a 59 anos                  ;LE E ESCREVE;DEFICENCIA AUDITIVA;;;;;;
127;452;MASCULINO;55 a 59 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;196;FEMININO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;166;MASCULINO;30 a 34 anos                  ;ANALFABETO;OUTROS;;;;;;
412;390;MASCULINO;80 a 84 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;154;MASCULINO;80 a 84 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;164;MASCULINO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;177;MASCULINO;21 a 24 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;37;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;189;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;26;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;70;FEMININO;70 a 74 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;325;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;277;FEMININO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;13;FEMININO;80 a 84 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;539;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;533;MASCULINO;35 a 39 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;166;FEMININO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;194;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;319;FEMININO;45 a 49 anos                  ;LE E ESCREVE;OUTROS;;;;;;
411;92;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;331;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;389;MASCULINO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;71;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;42;FEMININO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;202;MASCULINO;30 a 34 anos                  ;ANALFABETO;OUTROS;;;;;;
411;301;MASCULINO;45 a 49 anos                  ;ANALFABETO;DEFICIENCIA VISUAL;;;;;;
412;208;MASCULINO;55 a 59 anos                  ;ANALFABETO;OUTROS;;;;;;
412;295;MASCULINO;21 a 24 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;322;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;34;FEMININO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;267;MASCULINO;30 a 34 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
282;177;MASCULINO;30 a 34 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;195;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;188;FEMININO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
127;501;MASCULINO;30 a 34 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;117;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
411;130;FEMININO;70 a 74 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
282;230;MASCULINO;25 a 29 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;1;MASCULINO;65 a 69 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;717;FEMININO;75 a 79 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;170;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
411;44;FEMININO;75 a 79 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;202;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;169;FEMININO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;102;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;169;MASCULINO;40 a 44 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
412;280;FEMININO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;35;MASCULINO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;450;MASCULINO;17 anos                       ;ANALFABETO;OUTROS;;;;;;
282;120;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
127;590;FEMININO;20 anos                       ;ENSINO MEDIO INCOMPLETO;OUTROS;;;;;;
412;386;MASCULINO;25 a 29 anos                  ;ANALFABETO;DEFICENCIA AUDITIVA;;;;;;
127;632;MASCULINO;35 a 39 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;216;MASCULINO;55 a 59 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;203;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;169;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
127;263;FEMININO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;130;MASCULINO;21 a 24 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;347;MASCULINO;20 anos                       ;ENSINO MEDIO INCOMPLETO;OUTROS;;;;;;
412;2;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;35;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;202;MASCULINO;70 a 74 anos                  ;LE E ESCREVE;OUTROS;;;;;;
412;6;MASCULINO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;645;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;94;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;36;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;411;FEMININO;25 a 29 anos                  ;ANALFABETO;OUTROS;;;;;;
282;68;FEMININO;65 a 69 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;346;FEMININO;35 a 39 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;437;MASCULINO;45 a 49 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;527;FEMININO;45 a 49 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;1;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;197;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
412;5;MASCULINO;70 a 74 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;37;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;379;FEMININO;19 anos                       ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
411;161;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;204;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;287;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;1;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;102;MASCULINO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;80;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;542;MASCULINO;55 a 59 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;219;MASCULINO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;435;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;216;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;534;FEMININO;35 a 39 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;440;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;18;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;176;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
412;210;FEMININO;75 a 79 anos                  ;LE E ESCREVE;OUTROS;;;;;;
127;643;FEMININO;21 a 24 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;143;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;3;MASCULINO;70 a 74 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;339;FEMININO;21 a 24 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
127;281;FEMININO;30 a 34 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;131;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;176;MASCULINO;25 a 29 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;170;FEMININO;65 a 69 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;26;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;170;MASCULINO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;81;MASCULINO;60 a 64 anos                  ;ANALFABETO;OUTROS;;;;;;
412;304;FEMININO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;695;FEMININO;75 a 79 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;169;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;637;MASCULINO;21 a 24 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;1;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;225;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
282;37;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;198;MASCULINO;40 a 44 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;176;MASCULINO;40 a 44 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;695;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;5;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;5;MASCULINO;60 a 64 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;263;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;174;MASCULINO;70 a 74 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;27;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;219;FEMININO;65 a 69 anos                  ;ANALFABETO;DEFICIENCIA VISUAL;;;;;;
127;492;MASCULINO;65 a 69 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;25;MASCULINO;55 a 59 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;130;MASCULINO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;338;MASCULINO;40 a 44 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
282;153;FEMININO;40 a 44 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;647;FEMININO;30 a 34 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;265;MASCULINO;40 a 44 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;342;FEMININO;25 a 29 anos                  ;ANALFABETO;OUTROS;;;;;;
411;200;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
411;255;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;130;FEMININO;75 a 79 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;154;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;170;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
282;45;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO INCOMPLETO;OUTROS;;;;;;
282;27;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;178;FEMININO;20 anos                       ;ANALFABETO;OUTROS;;;;;;
127;26;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;120;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;200;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
127;440;MASCULINO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;211;MASCULINO;35 a 39 anos                  ;ANALFABETO;OUTROS;;;;;;
412;236;FEMININO;70 a 74 anos                  ;ANALFABETO;DEFICIENCIA VISUAL;;;;;;
412;210;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;209;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICENCIA AUDITIVA;;;;;;
282;15;MASCULINO;70 a 74 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;150;FEMININO;60 a 64 anos                  ;LE E ESCREVE;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;311;FEMININO;35 a 39 anos                  ;ANALFABETO;OUTROS;;;;;;
127;722;MASCULINO;30 a 34 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;170;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;540;MASCULINO;70 a 74 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;106;MASCULINO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;69;FEMININO;21 a 24 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
127;1;FEMININO;35 a 39 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;534;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;440;MASCULINO;70 a 74 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;210;FEMININO;75 a 79 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;195;MASCULINO;50 a 54 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;200;MASCULINO;55 a 59 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;319;MASCULINO;55 a 59 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
127;440;MASCULINO;60 a 64 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;51;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;37;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
127;694;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;195;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;258;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;195;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;307;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;196;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;166;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;168;MASCULINO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;510;MASCULINO;70 a 74 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;220;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;45;FEMININO;65 a 69 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;65;FEMININO;60 a 64 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
411;37;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;178;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;333;MASCULINO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;41;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;1;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;534;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
127;568;MASCULINO;65 a 69 anos                  ;LE E ESCREVE;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
127;656;MASCULINO;75 a 79 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;6;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;169;FEMININO;55 a 59 anos                  ;ANALFABETO;OUTROS;;;;;;
127;524;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;154;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;633;MASCULINO;40 a 44 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA VISUAL;;;;;;
412;176;MASCULINO;40 a 44 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;318;FEMININO;70 a 74 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;42;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;334;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;424;MASCULINO;65 a 69 anos                  ;ANALFABETO;OUTROS;;;;;;
127;1;FEMININO;60 a 64 anos                  ;ANALFABETO;OUTROS;;;;;;
412;3;FEMININO;45 a 49 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;440;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;37;MASCULINO;80 a 84 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;341;MASCULINO;30 a 34 anos                  ;LE E ESCREVE;OUTROS;;;;;;
127;515;MASCULINO;90 a 94 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;196;FEMININO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;699;MASCULINO;55 a 59 anos                  ;ANALFABETO;OUTROS;;;;;;
412;325;FEMININO;21 a 24 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;219;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
412;138;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;242;MASCULINO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;210;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;109;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;622;FEMININO;21 a 24 anos                  ;ANALFABETO;OUTROS;;;;;;
282;41;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;168;FEMININO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;102;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;161;MASCULINO;45 a 49 anos                  ;ENSINO MEDIO INCOMPLETO;OUTROS;;;;;;
412;197;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;103;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;256;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;255;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;633;FEMININO;65 a 69 anos                  ;LE E ESCREVE;OUTROS;;;;;;
411;195;FEMININO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
127;619;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;603;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
